"honest.hon","faking.hon","persona_GPT3.5.hon","shape_GPT3.5.hon","persona_GPT4.hon","shape_GPT4.hon","honest.emo","faking.emo","persona_GPT3.5.emo","shape_GPT3.5.emo","persona_GPT4.emo","shape_GPT4.emo","honest.ext","faking.ext","persona_GPT3.5.ext","shape_GPT3.5.ext","persona_GPT4.ext","shape_GPT4.ext","honest.agr","faking.agr","persona_GPT3.5.agr","shape_GPT3.5.agr","persona_GPT4.agr","shape_GPT4.agr","honest.con","faking.con","persona_GPT3.5.con","shape_GPT3.5.con","persona_GPT4.con","shape_GPT4.con","honest.ope","faking.ope","persona_GPT3.5.ope","shape_GPT3.5.ope","persona_GPT4.ope","shape_GPT4.ope"
"1",0.525269107853742,0.372820392192841,0.402959856692948,0.892307359832997,0.249969057615926,0.803150636990588,0.578925120174579,0.5040456871735,-1.22034735902324,0.943864232783578,0.15066294514795,0.822049187393974,0.658700548486468,0.454826434371199,0.79575168391336,0.54478470586724,0.725251096656622,0.852900749413631,0.720350907344259,0.607062470641887,0.362866204521719,0.688817409945862,0.685332508314075,0.815926302149992,0.572826993888359,0.57648150378154,0.468165532290382,0.583467464354924,0.403648643896101,0.884519311015546,0.662245555317082,0.675892697013887,0.545954110174154,0.709993108117202,0.896313537085785,0.701270535762703
"2",0.536650270105047,0.549708135202698,-0.199215128333557,0.344137940142038,0.48680043432304,0.143950800176393,0.615054028730102,0.551290560548488,0.03502288987893,0.27892050125369,0.809869065398619,0.741246444814765,0.441254573670747,0.496466218064164,0.60434624949631,0.897830810001443,0.600070157530623,0.881983289257429,0.712028598128882,0.673399964082222,0.315168261720319,0.645115719820112,0.348994548029026,0.964184935092465,0.640185642566105,0.630793308481846,0.798653739300448,0.709339565933921,0.904052411689777,0.719733716323707,0.540818161191582,0.606500800459212,0.584535501942947,0.669405782347705,0.125189533352554,0.763474712664575
"3",0.668537803459986,0.587296687705764,0.466203490633027,0.695158376600011,0.479509215489718,0.917927726167258,0.696061625627332,0.67371919151508,-0.117652062634963,0.866143387628449,0.646865400978867,0.877942148954825,0.653204474019562,0.618260248705839,-0.204876877465768,0.603759766899906,0.584872225085243,0.829297765941223,0.506478088073127,0.499525437222919,0.394604321289459,0.749997386683762,-0.373277263862957,0.636685671192919,0.638772819926234,0.632884432996241,0.224089143494435,0.541093565256678,0.321412034738817,0.416690028522491,0.640075255443668,0.662438964215129,-0.38235256140041,0.753605764099254,0.0987287675674415,0.806909358971656
"4",0.558420167754321,0.459863048424437,-0.180111209068827,0.114598914404194,0.857649995007378,0.0657648225374473,0.539241877714887,0.381698256399183,0.12546381152438,0.0906967979517707,0.466125213304083,0.554562259599886,0.699247012530912,0.608569794687596,0.166998908453742,0.63814152248247,0.531387542863664,0.834799245170644,0.741675983632292,0.700552509369361,0.382515817934362,0.655792661564293,-0.112726552265922,0.839855830412158,0.722880679265578,0.631399800188743,0.375303779928832,0.60059840076371,0.314426391620905,0.705488946655499,0.432002938856961,0.37876765782797,-0.0825405770950287,0.271196576845753,0.304462313671463,0.644431805835876
"5",0.729774223864978,0.595372095559432,0.545795544929599,0.812702207028284,0.833423785409382,0.919463222882547,0.722717621523541,0.64500589148329,0.663332676667869,0.850652767969147,0.841513529184831,0.883995693895226,0.579994527800493,0.508547205218534,0.117381097339242,0.701337758356615,0.686330102376125,0.627636729756921,0.579558231121075,0.579531597248143,0.324639585438813,0.632786594561581,0.365380725781403,0.757697570626699,0.531289946554159,0.493314779847306,0.778792903919137,0.754080192255003,0.873409425213687,0.898604904840655,0.61559174680681,0.622924130266484,-1.88301035159025,0.716129785830784,1.358756592709,0.941450195431161
"6",0.623386572728665,0.63787397616056,0.695352264110541,0.610049536586768,0.655861169498707,0.932232522560879,0.701541095844303,0.592959108982595,0.202694631891822,0.318416170801097,0.665574266026217,0.717143656935165,0.738627631143045,0.662345253517982,0.679942719703621,0.870951543565696,0.921006247764402,0.903287431348411,0.604707410076884,0.473143145527113,0.484150623428755,0.861109010599539,0.714251729752564,0.942640692962188,0.682248026812382,0.545547169360141,0.75773330391272,0.889753973441958,0.656933325705982,0.867490592830442,0.539455929265229,0.511572948618743,-0.255668225443101,0.579817518439777,0.340675646131161,0.797869839620369
"7",0.502516226794667,0.469198350765294,0.216643765410243,0.579027213957785,0.809620968212679,0.492523626430867,0.509230149301441,0.5158514833693,0.280109930076258,0.192123312845195,0.591901544643039,0.566882245362554,0.659279069945387,0.621246579519324,0.726362044917939,0.510766294065016,0.930722127845419,0.868545886505057,0.499503466706666,0.409490939431942,0.626793821592246,0.779592451252433,0.726751818462908,0.920760385543388,0.640050471396093,0.624516606047312,0.342677208949738,0.242585899631019,0.445325597116196,0.749960333710175,0.619331764496638,0.622265288846968,0.0620041205022891,0.721533808168764,0.00166979166104724,0.55740617783441
"8",0.796569319926547,0.731239627360864,0.395646937621513,0.687843871127108,0.636252810800408,0.973304145535959,0.605784024292105,0.568618127806194,0.695022458158505,0.864801817739495,0.761870288719087,0.889355432946114,0.437194359915453,0.500253313404226,0.106813962253978,0.69923171038403,0.672633981130486,0.731146265239447,0.491634373299497,0.373875545606218,0.750837422492078,0.698454871504653,0.67626239133885,0.587207936034212,0.568155887753302,0.533941603116153,0.18678962083138,0.124491871969977,0.593736660731911,0.815016586520366,0.638327345334059,0.643746312440292,0.0381080453383189,0.714358176394868,-0.0242593302006474,0.500599986766853
"9",0.544175282975482,0.536952297566224,0.0541054469148308,0.252148459564503,0.562523587388654,0.262819041120556,0.739716543312743,0.597363766043649,0.565265131751385,0.657353325404489,0.418571488482702,0.698001128252686,0.545228525479178,0.465675938276023,0.423807373135364,0.717562409149043,0.858723363487262,0.866993837953019,0.485786950464729,0.448385622343288,0.22468616805178,0.778092256480493,0.513552040142374,0.815678600386955,0.552297484061362,0.469966501071912,0.576732179406399,0.782281686051987,0.853214810804888,0.862674133846073,0.45150493628362,0.37542433557885,0.409423777849032,0.730140486089056,0.751984170075446,0.63635514550796
"10",0.731290520957608,0.693862067696218,0.510416874827676,0.750331200076602,0.658466356655046,-0.939760040890497,0.631348472028356,0.494019652934853,0.0756856501251062,0.506009106802961,0.16071977526261,0.0318007484302752,0.73185331690244,0.67655701100617,0.745654780031059,0.835926980445644,0.86773781030318,0.975101296605652,0.446140571293481,0.312833274491948,0.564730131046222,0.744159109361249,0.809696206086682,0.61990814875271,0.611289631796248,0.634295661221563,0.266548779625411,0.389544457597206,0.625381539209672,0.67994191221028,0.734906918170152,0.741528913074702,0.582637349660683,0.67946602805617,0.829417069397405,0.930789278406008
